st_name,user_name,user_id,local_guide,rating_stars,time_num,time_unit,comment,create_date,update_date
阿瑞ma泰國55船面,林宗yee,https://www.google.com/maps/contrib/103301995754977955070/reviews?hl=zh-TW,在地嚮導 · 39 則評論 · 5 張相片,5 顆星,1,天,好吃好吃,2025-05-05,2025-05-05
阿瑞ma泰國55船面,Annie Jiang,https://www.google.com/maps/contrib/114344853835749752018/reviews?hl=zh-TW,13 則評論 · 7 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
阿瑞ma泰國55船面,小菁,https://www.google.com/maps/contrib/114695999231726550011/reviews?hl=zh-TW,3 則評論 · 2 張相片,5 顆星,1,天,打卡送冰沙,2025-05-05,2025-05-05
阿瑞ma泰國55船面,賴威凱,https://www.google.com/maps/contrib/112688801077695485003/reviews?hl=zh-TW,4 則評論 · 3 張相片,5 顆星,1,天,好好吃的感覺😀,2025-05-05,2025-05-05
阿瑞ma泰國55船面,張Ray,https://www.google.com/maps/contrib/101480526650163457854/reviews?hl=zh-TW,在地嚮導 · 309 則評論 · 245 張相片,5 顆星,1,天,我以為我回泰國❤️好愛,2025-05-05,2025-05-05
阿瑞ma泰國55船面,willie peng,https://www.google.com/maps/contrib/114578247033692777955/reviews?hl=zh-TW,在地嚮導 · 17 則評論 · 7 張相片,5 顆星,1,天,很香,2025-05-05,2025-05-05
阿瑞ma泰國55船面,woh woh,https://www.google.com/maps/contrib/118316755658666142074/reviews?hl=zh-TW,5 則評論 · 4 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
阿瑞ma泰國55船面,quan 0103,https://www.google.com/maps/contrib/117755847620789401396/reviews?hl=zh-TW,4 則評論 · 2 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
阿瑞ma泰國55船面,黃鏇仰,https://www.google.com/maps/contrib/101758004946619691883/reviews?hl=zh-TW,2 則評論 · 1 張相片,5 顆星,1,天,好吃 讚👍🏻,2025-05-05,2025-05-05
阿瑞ma泰國55船面,林柔儀,https://www.google.com/maps/contrib/102783192371341799965/reviews?hl=zh-TW,7 則評論 · 5 張相片,5 顆星,1,天,很好吃！ ！自助有豆芽菜可以加～,2025-05-05,2025-05-05
阿瑞ma泰國55船面,樂樂,https://www.google.com/maps/contrib/108984701477443428763/reviews?hl=zh-TW,1 則評論 · 1 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
京厚屋-一中店,神秘,https://www.google.com/maps/contrib/115013767449053627435/reviews?hl=zh-TW,250 則評論 · 384 張相片,3 顆星,14,小時,東西少了補料速度還行，生意很好用餐時間要等半小時，上餐沒有詢問要放哪就直接放下來，個人覺得稍嫌沒禮貌，廁所衛生紙疊超高很髒亂，豬排普普關東煮一般,2025-05-05,2025-05-05
京厚屋-一中店,侯懿珊,https://www.google.com/maps/contrib/111079337564592105807/reviews?hl=zh-TW,在地嚮導 · 22 則評論 · 5 張相片,5 顆星,21,小時,餐點好吃高cp,2025-05-05,2025-05-05
京厚屋-一中店,鄭子琦,https://www.google.com/maps/contrib/111117792489032337198/reviews?hl=zh-TW,在地嚮導 · 19 則評論 · 7 張相片,1 顆星,22,小時,我和男友一起來吃 因為天氣太熱 去對面的飲料店買飲料喝  回來看到燈號到27馬上進去 那時櫃檯小姐剛按28號 進去後小姐說過號要等 然後直接按29 我整個傻眼 這是這間店的處理方式嗎 今天如果等號是29 妳們小姐要我等 我可以理解 但明明還有一個兩人位的29號 直接按 然後繼續叫我們等 這就是貴公司員工的工作方式 有待加強喔😡,2025-05-05,2025-05-05
京厚屋-一中店,lil mike,https://www.google.com/maps/contrib/110489015872829527727/reviews?hl=zh-TW,11 則評論 · 7 張相片,2 顆星,1,天,"份量是多 可以吃到飽 但味道很像學校營養午餐
是可怕的",2025-05-05,2025-05-05
京厚屋-一中店,許汶茹,https://www.google.com/maps/contrib/103421139879475351326/reviews?hl=zh-TW,在地嚮導 · 33 則評論 · 20 張相片,5 顆星,1,天,"店內乾淨明亮
自助吧超豐富又好吃
推推",2025-05-05,2025-05-05
京厚屋-一中店,Jackey Chen,https://www.google.com/maps/contrib/107511446513120729590/reviews?hl=zh-TW,在地嚮導 · 10 則評論 · 18 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
京厚屋-一中店,siang-yu (rainnie),https://www.google.com/maps/contrib/100872850919580329573/reviews?hl=zh-TW,,4 顆星,1,天,,2025-05-05,2025-05-05
京厚屋-一中店,吳怡婷,https://www.google.com/maps/contrib/112590887623255449844/reviews?hl=zh-TW,6 則評論 · 2 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
麵屋かとむら-台中一中店,jane,https://www.google.com/maps/contrib/113879227282232333899/reviews?hl=zh-TW,在地嚮導 · 202 則評論 · 836 張相片,5 顆星,8,小時,"食量不大建議點150g要不然會吃不完，吃多也會有點膩，150g剛剛好.
麵是Q的有嚼勁，個人覺得不錯吃 但吃到後面有點油.環境整潔、乾淨.",2025-05-05,2025-05-05
麵屋かとむら-台中一中店,夜空NightSky,https://www.google.com/maps/contrib/103218455899034279073/reviews?hl=zh-TW,,1 顆星,17,小時,,2025-05-05,2025-05-05
王印製麵麻辣乾麵,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,1 顆星,9,小時,"難吃就算了 態度還超差 去兩次都如此
店員像吃到炸藥一樣",2025-05-05,2025-05-05
新高軒台中店,tony ryo,https://www.google.com/maps/contrib/100785846277398688457/reviews?hl=zh-TW,5 則評論 · 1 張相片,5 顆星,22,小時,"咖喱很好吃

服務員人都很好

有多的白飯還可以續咖喱

超推",2025-05-05,2025-05-05
老林鹽水雞總店（太平路與三民路交叉口，光南書店對面，寶島眼鏡騎樓。）,Aimee Jeng,https://www.google.com/maps/contrib/100280256538144954187/reviews?hl=zh-TW,在地嚮導 · 225 則評論 · 441 張相片,5 顆星,13,小時,"好吃！！意外發現的寶藏店
蔬菜很新鮮，米血很嫩！！",2025-05-05,2025-05-05
老林鹽水雞總店（太平路與三民路交叉口，光南書店對面，寶島眼鏡騎樓。）,Lai Lily,https://www.google.com/maps/contrib/103386818803958757459/reviews?hl=zh-TW,"在地嚮導 · 532 則評論 · 3,700 張相片",5 顆星,1,天,"老闆和善健談，用料實在新鮮好吃
不會太鹹太多胡椒粉，肉質能再嫩一點更完美，有空會常光顧",2025-05-05,2025-05-05
天使雞排-一中店｜網路票選人氣美食｜在地必吃厚切雞排｜排隊名店｜,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,4 顆星,9,小時,好吃但雞排真的是越來越貴,2025-05-05,2025-05-05
天使雞排-一中店｜網路票選人氣美食｜在地必吃厚切雞排｜排隊名店｜,이수연,https://www.google.com/maps/contrib/115271000217045943135/reviews?hl=zh-TW,,5 顆星,14,小時,"隊伍總是很長，但隨著我們來回走動，隊伍變得越來越短，所以我們趕緊排隊，只有 3 個人吃飯。
我在別處吃過之後就馬上吃了它，所以這是一個完美的對比。
您可以選擇起司口味和辣味。
下面有雞骨頭，別大意哈哈",2025-05-05,2025-05-05
天使雞排-一中店｜網路票選人氣美食｜在地必吃厚切雞排｜排隊名店｜,MK TV遊戲玩樂趴趴go,https://www.google.com/maps/contrib/110791621325718666071/reviews?hl=zh-TW,在地嚮導 · 271 則評論 · 13 張相片,5 顆星,16,小時,好吃,2025-05-05,2025-05-05
天使雞排-一中店｜網路票選人氣美食｜在地必吃厚切雞排｜排隊名店｜,Nick Liao,https://www.google.com/maps/contrib/100747787682115191782/reviews?hl=zh-TW,"在地嚮導 · 180 則評論 · 1,903 張相片",5 顆星,16,小時,,2025-05-05,2025-05-05
天使雞排-一中店｜網路票選人氣美食｜在地必吃厚切雞排｜排隊名店｜,林景上,https://www.google.com/maps/contrib/118388449625236621800/reviews?hl=zh-TW,8 則評論 · 2 張相片,1 顆星,1,天,不能linepay排很久很要重排,2025-05-05,2025-05-05
波特屋現烤起司馬鈴薯,口苗喵,https://www.google.com/maps/contrib/107516214604483029036/reviews?hl=zh-TW,在地嚮導 · 91 則評論,2 顆星,23,小時,"馬鈴薯肉提前挖出並添加了其他粉類調製
雖有保留已被挖空的馬鈴薯皮
再用拼裝組合的方式合成為一顆馬鈴薯的份量
最後添加上顧客們選購的口味與配料

這樣吃起來的感覺挺糟的
已經吃不到馬鈴薯獨有的味道.只剩一堆配料的味道

想吃到原本專屬於馬鈴薯的獨特風味，卻只剩下皮上面薄薄的一層原本真正的馬鈴薯了

這樣組合式的馬鈴薯.我是不太能接受的
至於配料的部分雖然份量不少吃起來也不錯.
但總是有主配角之分
少了最主要的味道..我就無需要買這份食物了",2025-05-05,2025-05-05
櫻桃丘比特女僕咖啡 CherryCupido,Tulipz,https://www.google.com/maps/contrib/113247862823088106804/reviews?hl=zh-TW,在地嚮導 · 31 則評論 · 37 張相片,5 顆星,20,小時,草莓聖代好吃 女僕們人都超好超可愛٩(˃̶͈̀௰˂̶͈́)و,2025-05-05,2025-05-05
櫻桃丘比特女僕咖啡 CherryCupido,Mizuyu Kanae,https://www.google.com/maps/contrib/107123417994198470846/reviews?hl=zh-TW,,5 顆星,1,天,久違的跑店，女僕都很漂亮很可愛，今天是奶糖做結帳和介紹，剛好遇上可璐麗生誕祭女僕們整體比較繁忙，但還是沒有被冷落放置，餐食的部分以女僕店的標準算不錯，第一次來沒記住大家的名字，今後應該會穩定消費,2025-05-05,2025-05-05
初木山 一中店－雞排推薦|人氣炸物|北區必吃美食|在地推薦,025 pai,https://www.google.com/maps/contrib/109114576722699338821/reviews?hl=zh-TW,在地嚮導 · 94 則評論 · 232 張相片,5 顆星,15,小時,外送以公里數算，一公里100元～雞排肉大塊厚實，雞翅皮酥脆好吃，甜不辣軟Q，值得一試，若數量較多，記得要先預訂喔。,2025-05-05,2025-05-05
初木山 一中店－雞排推薦|人氣炸物|北區必吃美食|在地推薦,Nick Liao,https://www.google.com/maps/contrib/100747787682115191782/reviews?hl=zh-TW,"在地嚮導 · 180 則評論 · 1,903 張相片",5 顆星,16,小時,,2025-05-05,2025-05-05
牛眸奶 炸牛奶,Rae Hsu,https://www.google.com/maps/contrib/113353268904621611215/reviews?hl=zh-TW,5 則評論 · 2 張相片,5 顆星,1,天,老闆人很親切，甜甜圈好吃，有經過一中都非常推薦去吃吃看✨😆,2025-05-05,2025-05-05
Q禾豐邑地瓜球-一中店,MING-SHU WU,https://www.google.com/maps/contrib/102036721552026890773/reviews?hl=zh-TW,在地嚮導 · 40 則評論 · 234 張相片,5 顆星,17,小時,小份有9顆$30元，地瓜球炸起來才變大顆，酥酥QQ的，嘴饞的最佳小點心，偶爾吃還不錯。,2025-05-05,2025-05-05
一中街蛋包雞,K2L2-36陳宥蓁,https://www.google.com/maps/contrib/114989049684124127331/reviews?hl=zh-TW,,5 顆星,23,小時,好吃,2025-05-05,2025-05-05
一中街蛋包雞,潘映潔,https://www.google.com/maps/contrib/105352720744279363513/reviews?hl=zh-TW,在地嚮導 · 22 則評論 · 9 張相片,5 顆星,1,天,"老闆很親切
旋風薯塔小孩超愛的！！",2025-05-05,2025-05-05
一中街蛋包雞,李KK清福,https://www.google.com/maps/contrib/117600428150812968274/reviews?hl=zh-TW,2 則評論 · 2 張相片,5 顆星,1,天,好吃,2025-05-05,2025-05-05
盧の堡半月燒餡餅一中直營店,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,4 顆星,9,小時,學生時期的回憶,2025-05-05,2025-05-05
姜蘇涼麵一中店,王子龍,https://www.google.com/maps/contrib/111976780641075270337/reviews?hl=zh-TW,10 則評論 · 2 張相片,5 顆星,7,小時,超級好ㄘ的,2025-05-05,2025-05-05
Thai煎 泰式香蕉煎餅專賣店 一中店,Xin Deng,https://www.google.com/maps/contrib/118342535426270848443/reviews?hl=zh-TW,在地嚮導 · 150 則評論 · 23 張相片,1 顆星,13,小時,"每次都點美祿的 是好吃的
但今天的美祿粉撒的超少 跟以往差超多
根本就沒有美祿的味道了 失望 💔

不是融化的關係喔 看照片應該看得出粉很少
以前就算融化吃也很有味道
（我吃美祿至少超過十次了）",2025-05-05,2025-05-05
Thai煎 泰式香蕉煎餅專賣店 一中店,陳威呈,https://www.google.com/maps/contrib/105768645072343219102/reviews?hl=zh-TW,1 則評論,1 顆星,1,天,"態度有夠差,不想做就不要做",2025-05-05,2025-05-05
鮨本道日本料理,軒吉,https://www.google.com/maps/contrib/106392753099048399688/reviews?hl=zh-TW,在地嚮導 · 65 則評論 · 91 張相片,5 顆星,1,天,食材新鮮，廚藝高超,2025-05-05,2025-05-05
辣椒田食堂〔川麵道雙十店〕全台灣第一家萬州小火鍋｜麻辣火鍋｜重慶烤魚｜串串香鴛鴦火鍋｜中台熱炒｜貢菜｜川菜｜冒菜｜酸菜魚｜夫妻肺片｜酸辣粉｜台中北區人氣創意料理推薦｜一中街美食｜水煮牛｜回鍋肉｜重慶小麵,Ing Jiay,https://www.google.com/maps/contrib/100323319883384132407/reviews?hl=zh-TW,9 則評論 · 3 張相片,5 顆星,20,小時,"店員人很好 服務超讚的
辣味很香很好吃
附近有停車場🅿️
喜歡蒜蓉味的湯 夠臭夠香",2025-05-05,2025-05-05
辣椒田食堂〔川麵道雙十店〕全台灣第一家萬州小火鍋｜麻辣火鍋｜重慶烤魚｜串串香鴛鴦火鍋｜中台熱炒｜貢菜｜川菜｜冒菜｜酸菜魚｜夫妻肺片｜酸辣粉｜台中北區人氣創意料理推薦｜一中街美食｜水煮牛｜回鍋肉｜重慶小麵,劉玲君,https://www.google.com/maps/contrib/108669856168006432684/reviews?hl=zh-TW,在地嚮導 · 33 則評論 · 113 張相片,5 顆星,1,天,麻辣小龍蝦味道好，不會太鹹，正統的四川味。推推,2025-05-05,2025-05-05
辣椒田食堂〔川麵道雙十店〕全台灣第一家萬州小火鍋｜麻辣火鍋｜重慶烤魚｜串串香鴛鴦火鍋｜中台熱炒｜貢菜｜川菜｜冒菜｜酸菜魚｜夫妻肺片｜酸辣粉｜台中北區人氣創意料理推薦｜一中街美食｜水煮牛｜回鍋肉｜重慶小麵,徐俊喬,https://www.google.com/maps/contrib/110272253406699827614/reviews?hl=zh-TW,在地嚮導 · 62 則評論 · 85 張相片,5 顆星,1,天,服務人員豆豆很親切，還會考慮小朋友吃不吃辣，酸辣粉跟麵都不錯吃,2025-05-05,2025-05-05
偈亭-雙十總店,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,3 顆星,9,小時,,2025-05-05,2025-05-05
偈亭-雙十總店,Louis L,https://www.google.com/maps/contrib/104587404939475590021/reviews?hl=zh-TW,在地嚮導 · 27 則評論 · 92 張相片,5 顆星,16,小時,我吃了泡菜火鍋，一開始不辣，但後來就變得很辣。感覺更像是泰國菜和泡菜燉菜的混合。對一個人來說，份量有點大，而且還包含米飯。,2025-05-05,2025-05-05
偈亭-雙十總店,林駿耾,https://www.google.com/maps/contrib/106412698897841148540/reviews?hl=zh-TW,1 則評論,4 顆星,16,小時,,2025-05-05,2025-05-05
偈亭-雙十總店,琳琳,https://www.google.com/maps/contrib/103361285847506378906/reviews?hl=zh-TW,在地嚮導 · 124 則評論 · 979 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
偈亭-雙十總店,YI-FANG LEE,https://www.google.com/maps/contrib/110562619897740316230/reviews?hl=zh-TW,"在地嚮導 · 335 則評論 · 1,089 張相片",5 顆星,1,天,台中最喜歡的火鍋！泰式起司奶豬肉跟起司奶雞肉都很讚，泰式不會太辣 蠻開胃的,2025-05-05,2025-05-05
偈亭-雙十總店,Alice Lin,https://www.google.com/maps/contrib/103770989382697382727/reviews?hl=zh-TW,8 則評論 · 8 張相片,5 顆星,1,天,好吃，就是一直漲價,2025-05-05,2025-05-05
多多茶坊,體驗人生,https://www.google.com/maps/contrib/100676197508139904813/reviews?hl=zh-TW,"在地嚮導 · 964 則評論 · 7,318 張相片",5 顆星,1,天,老字號的冷飲店，招牌綠豆沙真的好吃，有濃濃的綠豆香味，不會太水，口感十足！,2025-05-05,2025-05-05
育中新村【一中總本舖】-台中市北區牛肉麵推薦|人氣牛肉麵|熱門牛肉麵|人氣蓋飯|必吃鍋燒麵|人氣鍋燒麵,莊智欽,https://www.google.com/maps/contrib/106560835807921053153/reviews?hl=zh-TW,在地嚮導 · 167 則評論 · 967 張相片,5 顆星,1,天,炒泡麵,2025-05-05,2025-05-05
一中豐仁冰,劉賢,https://www.google.com/maps/contrib/102059040276456513743/reviews?hl=zh-TW,在地嚮導 · 122 則評論 · 63 張相片,3 顆星,13,小時,"4/30初訪
簡單的冰品 兩球冰淇淋 一點蜜大豆 搭配基底是酸梅冰 是還不錯 不過沒有到驚豔的程度 可以來嘗試看看 喜愛吃的或許是吃個情懷吧！",2025-05-05,2025-05-05
泰丘鍋物,中村,https://www.google.com/maps/contrib/107578315536820582621/reviews?hl=zh-TW,在地嚮導 · 16 則評論,3 顆星,4,小時,,2025-05-05,2025-05-05
泰丘鍋物,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,4 顆星,9,小時,,2025-05-05,2025-05-05
泰丘鍋物,蔡忠信,https://www.google.com/maps/contrib/100138736000893634685/reviews?hl=zh-TW,9 則評論,1 顆星,23,小時,很沒有誠意  當天生日送東西  要求太嚴苛,2025-05-05,2025-05-05
灶福建炒麵,Benson Tsai,https://www.google.com/maps/contrib/116726932348358151377/reviews?hl=zh-TW,3 則評論 · 1 張相片,1 顆星,11,小時,,2025-05-05,2025-05-05
二口美食 炒飯麵食專門店 - 一中街必吃 一中街牛排 自動炒飯機 30年老店 台中推薦人氣美食 PTT推薦 一中街首選 有內用冷氣座位,許衣然,https://www.google.com/maps/contrib/108654899145952142845/reviews?hl=zh-TW,在地嚮導 · 27 則評論 · 27 張相片,5 顆星,6,分鐘,好吃！很棒，希望優化衛生,2025-05-05,2025-05-05
二口美食 炒飯麵食專門店 - 一中街必吃 一中街牛排 自動炒飯機 30年老店 台中推薦人氣美食 PTT推薦 一中街首選 有內用冷氣座位,J S,https://www.google.com/maps/contrib/106182201466918518746/reviews?hl=zh-TW,在地嚮導 · 59 則評論 · 11 張相片,1 顆星,17,小時,有夠慢,2025-05-05,2025-05-05
一中8兩碳烤雞排,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,4 顆星,9,小時,,2025-05-05,2025-05-05
益香轟炸魷魚,미성김,https://www.google.com/maps/contrib/108940023223004943749/reviews?hl=zh-TW,9 張相片,5 顆星,21,小時,"我喜歡魷魚，這裡的蒜香魷魚非常美味。
吃兩次。
我很後悔沒有多吃一點。",2025-05-05,2025-05-05
益香轟炸魷魚,TIP GiveMe,https://www.google.com/maps/contrib/103083521994354781865/reviews?hl=zh-TW,在地嚮導 · 116 則評論 · 72 張相片,4 顆星,1,天,好吃，缺點就是會有些膩,2025-05-05,2025-05-05
上和園滷味,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,3 顆星,10,小時,,2025-05-05,2025-05-05
上和園滷味,喵喵,https://www.google.com/maps/contrib/101302650837637445648/reviews?hl=zh-TW,"在地嚮導 · 448 則評論 · 1,460 張相片",5 顆星,11,小時,我阿嬤最愛ㄉ雞腳凍,2025-05-05,2025-05-05
上和園滷味,Nick Liao,https://www.google.com/maps/contrib/100747787682115191782/reviews?hl=zh-TW,"在地嚮導 · 180 則評論 · 1,903 張相片",5 顆星,16,小時,,2025-05-05,2025-05-05
幸福良心,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,4 顆星,10,小時,,2025-05-05,2025-05-05
一中咕咕園-一中店,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,5 顆星,9,小時,之前吃覺得很好吃耶 怎麼評價這麼低🥺 …,2025-05-05,2025-05-05
Jun patties 君漢堡排 ｜早午晚餐/輕食,"Roberto Clio Co.,ltd (ROBERTOTAIWAN)",https://www.google.com/maps/contrib/108837602399132238226/reviews?hl=zh-TW,在地嚮導 · 57 則評論 · 208 張相片,5 顆星,9,小時,"你好！如果你剛好在台中夜市，一定要嚐嚐君漢堡排Jun Patties！儘管名字叫“漢堡包”，但相信我，在這裡您可以找到用愛製作的美味中國菜。

我嚐了一些超讓人開心的菜！

主人呢？非常善良的人！他非常專業，非常友好，不咄咄逼人，樂於助人，甚至會說一點英語，這很有幫助。你可以看到他全心投入他所做的事情中，他讓你立刻感到安心。
如果你正在尋找一個可以吃得好、感覺賓至如歸的正宗角落，君漢堡排就是正確的選擇。相信我，你不會後悔的！推薦豎起大拇指",2025-05-05,2025-05-05
Jun patties 君漢堡排 ｜早午晚餐/輕食,陳治亘（ALAN）,https://www.google.com/maps/contrib/116150843398123758377/reviews?hl=zh-TW,在地嚮導 · 17 則評論 · 5 張相片,5 顆星,1,天,Cp值高又好吃的漢堡排，重點老闆帥又客氣，也謝謝老闆的蛋糕💪辛苦了～會再訪,2025-05-05,2025-05-05
饗初格子Q鬆餅,漪Kea,https://www.google.com/maps/contrib/115663766811524070248/reviews?hl=zh-TW,1 則評論,5 顆星,1,天,每次來買都買巧克力的 超級好吃🍫 …,2025-05-05,2025-05-05
明仁二代目一中店,陳佩佩,https://www.google.com/maps/contrib/110882128913060251622/reviews?hl=zh-TW,在地嚮導 · 38 則評論 · 28 張相片,5 顆星,22,小時,,2025-05-05,2025-05-05
OT蛋餅一中大本營,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,5 顆星,9,小時,,2025-05-05,2025-05-05
神攻沙威瑪 台中一中店,郭家君,https://www.google.com/maps/contrib/104649473280601566596/reviews?hl=zh-TW,6 則評論 · 2 張相片,5 顆星,1,天,非常的好吃…,2025-05-05,2025-05-05
神攻沙威瑪 台中一中店,Weekend,https://www.google.com/maps/contrib/100400102646729330560/reviews?hl=zh-TW,在地嚮導 · 120 則評論 · 23 張相片,1 顆星,1,天,"肉先切下來是敗筆 導致肉很乾很硬
完全不行

加肉的肉量不知道多在哪裡

極度不推薦",2025-05-05,2025-05-05
HUN混,Wei Wei,https://www.google.com/maps/contrib/108869726187774376564/reviews?hl=zh-TW,在地嚮導 · 121 則評論 · 48 張相片,5 顆星,10,小時,,2025-05-05,2025-05-05
HUN混,G Sh,https://www.google.com/maps/contrib/100596606633668455521/reviews?hl=zh-TW,在地嚮導 · 35 則評論 · 6 張相片,5 顆星,1,天,"好久沒來了 ！還是一樣好吃😋服務動作都很快
👍🏻👍🏻再訪再訪",2025-05-05,2025-05-05
HUN混,Chao,https://www.google.com/maps/contrib/109053860083991804845/reviews?hl=zh-TW,在地嚮導 · 67 則評論 · 12 張相片,1 顆星,1,天,說只有一組在等 結果前面好多組陸陸續續進去，不確定訂位流程是如何，但是感覺不佳😔 …,2025-05-05,2025-05-05
HUN混,陳智化,https://www.google.com/maps/contrib/100520021821519310752/reviews?hl=zh-TW,在地嚮導 · 13 則評論 · 14 張相片,1 顆星,1,天,"身為2014吃到現在的類粉絲
很喜歡吃混的義大利麵
最一開始的紅茶很大杯，到後面愈來愈少，這些我都OK，畢竟現在做餐廳不容易，有成本考量、人事費用，等等⋯

但今天最傻眼的是杯子又改，還改成意義不明的高腳杯，頭重腳輕真的很難拿。然後裡面還有茶垢跟刮傷的痕跡，看了用餐的心情不是很美麗
畢竟是吃到快500塊，茶杯卻是這個品質，真的蠻失望的
然後高腳杯的握把、杯底、點餐單，甚至是門把都油油的，摸到的當下感覺很不好。
衛生清潔這方面真的很扣分，如果是幾十塊的路邊麵攤就算了⋯
然後外帶還要收包材費$5也很怪，其他餐飲集團例如貳樓、饗賓旗下的牌子，外帶都不會收所謂的「包材費$5」，不知道是什麼樣的材質還是拿來當禮物包，會需要收到$5？還是有什麼環保的材質嗎？",2025-05-05,2025-05-05
HUN混,蔡蔡,https://www.google.com/maps/contrib/101255752120301483113/reviews?hl=zh-TW,在地嚮導 · 17 則評論 · 4 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
HUN混,洪宜瑧,https://www.google.com/maps/contrib/101973111264326281675/reviews?hl=zh-TW,1 則評論 · 2 張相片,5 顆星,1,天,,2025-05-05,2025-05-05
HUN混,ruby,https://www.google.com/maps/contrib/110200043187637624425/reviews?hl=zh-TW,7 則評論 · 3 張相片,5 顆星,1,天,"餐點很好吃😋
服務態度很好👍",2025-05-05,2025-05-05
佐野拉麵,YISHAN CHEN,https://www.google.com/maps/contrib/105262047879454121306/reviews?hl=zh-TW,1 則評論,1 顆星,14,小時,啊說開到11.  9.50到店門口什麼屁都沒有是什麼鬼,2025-05-05,2025-05-05
佐野拉麵,Odelia,https://www.google.com/maps/contrib/100096650380021522583/reviews?hl=zh-TW,在地嚮導 · 424 則評論 · 142 張相片,5 顆星,1,天,"以前的Here麻辣鴨血拉麵，疫情後和佐野合併了！內用有冷氣，天熱來吃很讚
麵都很大一碗，配料也很有誠意，拉麵是粗麵很彈牙~豆腐甜甜的，鴨血味道較鹹建議配著拉麵吃",2025-05-05,2025-05-05
大阪拓海家拉麵 - 台中推薦人氣必吃拉麵 一中街美食 蓋飯 日式拉麵 日本料理 熱門餐廳 PTT推薦 首選,小美小咪,https://www.google.com/maps/contrib/106959481360258860660/reviews?hl=zh-TW,在地嚮導 · 285 則評論 · 10 張相片,5 顆星,14,小時,好吃拉麵，跟點心起司可樂餅跟豬肉丸,2025-05-05,2025-05-05
大阪拓海家拉麵 - 台中推薦人氣必吃拉麵 一中街美食 蓋飯 日式拉麵 日本料理 熱門餐廳 PTT推薦 首選,吉祥如意,https://www.google.com/maps/contrib/113133326894172709684/reviews?hl=zh-TW,在地嚮導 · 18 則評論 · 11 張相片,2 顆星,21,小時,我點拉麵，朋友點咖哩炸豬排，我麵先上都快吃完，朋友的餐才上來，還有沒什麼服務要收服務費,2025-05-05,2025-05-05
默金 Pasta 義大利麵,紗舞璃,https://www.google.com/maps/contrib/114277430171386747293/reviews?hl=zh-TW,在地嚮導 · 32 則評論 · 73 張相片,5 顆星,20,小時,餐點好吃 服務生雖然戴著口罩 但還是覺得很帥氣🤣 雖然店面在7-11旁邊的巷子底 不是很好找 不過裡面佈置的挺不錯的 有興趣的朋友可以前往吃飯 不踩雷的店🌟,2025-05-05,2025-05-05
橙 義大利麵,茆碧玲,https://www.google.com/maps/contrib/113640661605832892845/reviews?hl=zh-TW,在地嚮導 · 13 則評論 · 22 張相片,5 顆星,1,天,義大利麵好吃,2025-05-05,2025-05-05
橙 義大利麵,SHAN SHAN,https://www.google.com/maps/contrib/103973153774143458946/reviews?hl=zh-TW,在地嚮導 · 152 則評論 · 454 張相片,5 顆星,1,天,"餐點口味濃,非常好吃,座位稍擠但是還可以～平均一份餐點$180左右，麵體Q彈不軟爛！
內用有冰開水和冰紅茶免費暢飲！！",2025-05-05,2025-05-05
橙 義大利麵,爽爽,https://www.google.com/maps/contrib/102956069577433587246/reviews?hl=zh-TW,在地嚮導 · 56 則評論 · 148 張相片,5 顆星,1,天,"算平價 味道跟下一條巷子的亞丁尼很像
很好吃 內用有紅茶可以續 還不錯！",2025-05-05,2025-05-05
食の初-炸蛋雞魯飯職人專門店,羿瑋陳,https://www.google.com/maps/contrib/111747006470634208318/reviews?hl=zh-TW,6 則評論 · 4 張相片,5 顆星,16,小時,,2025-05-05,2025-05-05
